objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp200902,,Dawn Lucien: Civic Pride and the Ebb and Flow of Tacomas Development,"Lucien, Dawn","Fry, Andrew",2009,"Dawn Lucien, a lifelong civic activist and former Tacoma City Council member, examines some of the major political and economic decisions that have affected Tacomas development, particularly that of the downtown core. Areas of focus include the downtown decline following the construction of the Tacoma Mall; Luciens efforts to restore the Pantages Theater and revitalize the Broadway District; and her involvement with the South Puget Sound Education Council, which helped to establish the Tacoma branch of the University of Washington.",Tacoma; Theater; Government; Education; Civic leaders; Women; Activist; Politics; Economic conditions,,Downtown Theater District,47.25613976,-122.4391386,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2009021,chp200902,"Andrew Fry, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/417,417,450.pdf,/tacomacomm/image/450.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/417/filename/chp2009021,,,,
chp2009022,chp200902,"Dawn Lucien, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/418,418,451.pdf,/tacomacomm/image/451.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/418/filename/chp2009022,,,,
chp2009023,chp200902,"Dawn Lucien, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/419,419,452.mp3,/tacomacomm/image/452.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/419,,,,
chp2009024,chp200902,"Dawn Lucien, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/420,420,453.pdf,/tacomacomm/image/453.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/420/filename/chp2009024,,,,
chp2009025,chp200902,"Dawn Lucien, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/421,421,454.mp3,/tacomacomm/image/454.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/421,,,,
chp2009026,chp200902,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/422,422,455.pdf,/tacomacomm/image/455.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/422/filename/chp2009026,,,,
chp200905,,Ramona Bennett: Puyallup Tribal Indian Activist,"Bennett, Ramona; Mills, Suzette","La Pointe-Gorman, Cecelia; Nagel, Matt; Milas, Cheryl; Johnson, Clare; Quinn, Dawn; Octuck, David; Anderson, Brent",2009,"Tribal leader Ramona Bennett discusses her forty years of advocacy work on behalf of the Puyallup Tribe and the Pacific Northwest Native American community. The interviews focus in particular on Bennetts time on the Puyallup Tribal Council (1968-1979), during which she campaigned for much-needed social and healthcare services. Other areas of focus include Bennetts involvement with the fish-in movement and the history of Cushman Hospital.",Indigenous peoples; Civil rights; Activists; Women; Government; 20th century; Politics; Social aspects; Hospitals,,Puyallup Reservation,47.23648939411235,-122.40910344939977,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2009051,chp200905,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/475,475,599.pdf,/tacomacomm/image/599.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/475/filename/chp2009051,,,,
chp2009052,chp200905,"Ramona Bennett, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/476,476,600.pdf,/tacomacomm/image/600.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/476/filename/chp2009052,,,,
chp2009053,chp200905,"Ramona Bennett, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/477,477,601.mp3,/tacomacomm/image/601.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/477,,,,
chp2009054,chp200905,"Ramona Bennett and Suzette Mills, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/478,478,602.pdf,/tacomacomm/image/602.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/478/filename/chp2009054,,,,
chp2009055,chp200905,"Ramona Bennett and Suzette Mills, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/479,479,603.mp3,/tacomacomm/image/603.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/479,,,,
chp2009056,chp200905,"Ramona Bennett and Suzette Mills, interview transcript 3",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/480,480,604.pdf,/tacomacomm/image/604.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/480/filename/chp2009056,,,,
chp2009057,chp200905,"Ramona Bennett and Suzette Mills, audio 3",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/481,481,605.mp3,/tacomacomm/image/605.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/481,,,,
chp2009058,chp200905,"Ramona Bennett, interview transcript 4",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/482,482,606.pdf,/tacomacomm/image/606.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/482/filename/chp2009058,,,,
chp2009059,chp200905,"Ramona Bennett, audio 4",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/483,483,607.mp3,/tacomacomm/image/607.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/483,,,,
chp20090510,chp200905,"Ramona Bennett, interview transcript 5",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/484,484,608.pdf,/tacomacomm/image/608.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/484/filename/chp20090510,,,,
chp20090511,chp200905,"Ramona Bennett, audio 5",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/485,485,609.mp3,/tacomacomm/image/609.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/485,,,,
chp20090512,chp200905,"Ramona Bennett, audio 6",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/486,486,610.mp3,/tacomacomm/image/610.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/486,,,,
chp20090513,chp200905,"Ramona Bennett, interview transcript 6",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/487,487,611.pdf,/tacomacomm/image/611.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/487/filename/chp20090513,,,,
chp20090514,chp200905,"Ramona Bennett, audio 7",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/488,488,612.mp3,/tacomacomm/image/612.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/488,,,,
chp20090515,chp200905,"Ramona Bennett, interview transcript 7",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/489,489,613.pdf,/tacomacomm/image/613.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/489/filename/chp20090515,,,,
chp20090516,chp200905,"Ramona Bennett, audio 8",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/490,490,614.mp3,/tacomacomm/image/614.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/490,,,,
chp20090517,chp200905,"Ramona Bennett, audio 9",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/491,491,615.mp3,/tacomacomm/image/615.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/491,,,,
chp20090518,chp200905,"Ramona Bennett, audio 10",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/492,492,616.mp3,/tacomacomm/image/616.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/492,,,,
chp20090519,chp200905,"Ramona Bennett, audio 11",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/493,493,617.mp3,/tacomacomm/image/617.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/493,,,,
chp200905110,chp200905,"Ramona Bennett, audio 12",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/494,494,618.mp3,/tacomacomm/image/618.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/494,,,,
chp200905111,chp200905,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/495,495,619.pdf,/tacomacomm/image/619.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/495/filename/chp200905111,,,,
chp201104,,Splendid Gestures: Gloria Stancich and the Gay/Lesbian Community in Tacoma,"Stancich, Gloria","Pierson, Marcie C.",2011,"Highlights from the personal story of Gloria Stancich, longtime civil rights activist and community leader, are discussed and placed in historical context. An active participant in numerous LGBTQ organizations, Stancich describes her path to civic involvement and personal acceptance, which includes a marriage, divorce, and eventual coming out to her son and family.",Civil rights; Activists; Civic leaders; Women; LGBTQIA+; Social aspects,,Downtown,47.246605,-122.436963,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,330,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/330/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/330/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/330,,
chp2011041,chp201104,"Gloria Stancich, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/330,330,347.jp2,/tacomacomm/image/347.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/330/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/330/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/330,,
chp2011042,chp201104,"Marcie C. Pierson, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/331,331,348.pdf,/tacomacomm/image/348.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/331/filename/chp2011042,,,,
chp2011043,chp201104,"Gloria Stancich, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/332,332,349.pdf,/tacomacomm/image/349.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/332/filename/chp2011043,,,,
chp2011044,chp201104,"Gloria Stancich, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/333,333,350.mp3,/tacomacomm/image/350.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/333,,,,
chp2011045,chp201104,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/334,334,351.pdf,/tacomacomm/image/351.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/334/filename/chp2011045,,,,
chp201106,,Serving on the USS Mason: Breaking Racial Barriers in the U.S. Navy,"Peters, Merwin","Boyd, Shawn",2011,"World War II veteran Merwin Peters shares the history of the USS Mason and describes his experiences as an African-American sailor serving just prior to military desegregation. Frequent references are made to Mary Pat Kelly, whose 1995 book """"Proudly We Served: The Men of the USS Mason"""" brought the story of the Mason and her crew to public attention.",African Americans; Military; World War; 20th century,,Great Lakes,,,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2011061,chp201106,"Shawn Boyd, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/341,341,358.pdf,/tacomacomm/image/358.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/341/filename/chp2011061,,,,
chp2011062,chp201106,"Merwin Peters, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/342,342,359.pdf,/tacomacomm/image/359.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/342/filename/chp2011062,,,,
chp2011063,chp201106,"Merwin Peters, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/343,343,360.mp3,/tacomacomm/image/360.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/343,,,,
chp2011064,chp201106,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/344,344,361.pdf,/tacomacomm/image/361.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/344/filename/chp2011064,,,,
chp201107,,Carrie Little and the Tacoma Community Gardening Movement,"Little, Carrie","Dvorak, Jessica",2011,"Carrie Little discusses the recent revival of community-based agriculture and shares her personal connection to several community gardening projects in and around Tacoma. She describes the development of the Guadalupe Land Trust, a local organization that manages community garden plots on Hilltop, and also talks about Mother Earth Farm in Puyallup.",Civic leaders; Women; Hilltop; Tacoma; Farmers; Environmental aspects,,Hilltop,47.24537592,-122.452731,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2011071,chp201107,"Jessica Dvorak, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/356,356,389.pdf,/tacomacomm/image/389.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/356/filename/chp2011071,,,,
chp2011072,chp201107,"Carrie Little, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/357,357,390.pdf,/tacomacomm/image/390.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/357/filename/chp2011072,,,,
chp2011073,chp201107,"Carrie Little, audio",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/358,358,391.mp3,/tacomacomm/image/391.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/358,,,,
